seed_id,plant_id,row_id,experiment_id,plant_name,row_name,seed_name,cross_type,male_parent_id,male_parent_name,program_origin,seed_pedigree,line_num,person_id,disease_info,notes,accession,lot
05FL0461_001b,05FL0461_001,05FL0461,05FL,NULL,461,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0461_002b,05FL0461_002,05FL0461,05FL,NULL,461,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0461_003b,05FL0461_003,05FL0461,05FL,NULL,461,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0461_004b,05FL0461_004,05FL0461,05FL,NULL,461,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0489_001b,05FL0489_001,05FL0489,05FL,NULL,489,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0489_002b,05FL0489_002,05FL0489,05FL,NULL,489,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0489_003b,05FL0489_003,05FL0489,05FL,NULL,489,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0489_004b,05FL0489_004,05FL0489,05FL,NULL,489,NULL,sib,NULL,NULL,NULL,IBM054,NULL,1,NULL,increase,NULL,NULL
05FL0473_001s,05FL0473_001,05FL0473,05FL,NULL,473,NULL,self,NULL,NULL,NULL,IBM054_01D_06H_2(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0473_002s,05FL0473_002,05FL0473,05FL,NULL,473,NULL,self,NULL,NULL,NULL,IBM054_01D_06H_2(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0473_003s,05FL0473_003,05FL0473,05FL,NULL,473,NULL,self,NULL,NULL,NULL,IBM054_01D_06H_2(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0473_004s,05FL0473_004,05FL0473,05FL,NULL,473,NULL,self,NULL,NULL,NULL,IBM054_01D_06H_2(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0470_001s,05FL0470_001,05FL0470,05FL,NULL,470,NULL,self,NULL,NULL,NULL,IBM054_11H_02G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0470_002s,05FL0470_002,05FL0470,05FL,NULL,470,NULL,self,NULL,NULL,NULL,IBM054_11H_02G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0470_003s,05FL0470_003,05FL0470,05FL,NULL,470,NULL,self,NULL,NULL,NULL,IBM054_11H_02G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0470_004s,05FL0470_004,05FL0470,05FL,NULL,470,NULL,self,NULL,NULL,NULL,IBM054_11H_02G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0471_001s,05FL0471_001,05FL0471,05FL,NULL,471,NULL,self,NULL,NULL,NULL,IBM054_11H_03G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0471_002s,05FL0471_002,05FL0471,05FL,NULL,471,NULL,self,NULL,NULL,NULL,IBM054_11H_03G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0471_003s,05FL0471_003,05FL0471,05FL,NULL,471,NULL,self,NULL,NULL,NULL,IBM054_11H_03G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0471_004s,05FL0471_004,05FL0471,05FL,NULL,471,NULL,self,NULL,NULL,NULL,IBM054_11H_03G_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0472_001s,05FL0472_001,05FL0472,05FL,NULL,472,NULL,self,NULL,NULL,NULL,IBM054_1E_06f_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0472_002s,05FL0472_002,05FL0472,05FL,NULL,472,NULL,self,NULL,NULL,NULL,IBM054_1E_06f_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0472_003s,05FL0472_003,05FL0472,05FL,NULL,472,NULL,self,NULL,NULL,NULL,IBM054_1E_06f_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0472_004s,05FL0472_004,05FL0472,05FL,NULL,472,NULL,self,NULL,NULL,NULL,IBM054_1E_06f_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0469_001s,05FL0469_001,05FL0469,05FL,NULL,469,NULL,self,NULL,NULL,NULL,IBM054_8B_4E_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0469_002s,05FL0469_002,05FL0469,05FL,NULL,469,NULL,self,NULL,NULL,NULL,IBM054_8B_4E_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0469_003s,05FL0469_003,05FL0469,05FL,NULL,469,NULL,self,NULL,NULL,NULL,IBM054_8B_4E_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0469_004s,05FL0469_004,05FL0469,05FL,NULL,469,NULL,self,NULL,NULL,NULL,IBM054_8B_4E_1(BC4),NULL,30,NULL,IBM_HIFs,NULL,NULL
05FL0460_001b,05FL0460_001,05FL0460,05FL,NULL,460,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0460_002b,05FL0460_002,05FL0460,05FL,NULL,460,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0460_003b,05FL0460_003,05FL0460,05FL,NULL,460,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0460_004b,05FL0460_004,05FL0460,05FL,NULL,460,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0488_001b,05FL0488_001,05FL0488,05FL,NULL,488,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0488_002b,05FL0488_002,05FL0488,05FL,NULL,488,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0488_003b,05FL0488_003,05FL0488,05FL,NULL,488,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0488_004b,05FL0488_004,05FL0488,05FL,NULL,488,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0491_001b,05FL0491_001,05FL0491,05FL,NULL,491,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0491_002b,05FL0491_002,05FL0491,05FL,NULL,491,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0491_003b,05FL0491_003,05FL0491,05FL,NULL,491,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
05FL0491_004b,05FL0491_004,05FL0491,05FL,NULL,491,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,increase,NULL,NULL
08FL0006_000b,08FL0006_000,08FL0006,08FL,IBM262,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,8,NULL,NULL,NULL,NULL
08JD1079_001b,08JD1079_001,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08JD1079_002b,08JD1079_002,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08JD1079_003b,08JD1079_003,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08JD1079_004b,08JD1079_004,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08JD1079_005b,08JD1079_005,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08JD1079_006b,08JD1079_006,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08JD1079_007b,08JD1079_007,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08JD1079_008b,08JD1079_008,08JD1079,08JD,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,1,NULL,NULL,NULL,NULL
08SB0102_000b,NULL,08SB0102,08SB,IBM262,NULL,IBM262,sib_self,NULL,NULL,NULL,IBM262,NULL,8,NULL,JP266#2,NULL,NULL
08SB0202_000b,NULL,08SB0202,08SB,IBM262,NULL,IBM262,sib_self,NULL,NULL,NULL,IBM262,NULL,8,NULL,JP266#2,NULL,NULL
10SX0045_001b,NULL,10SX0045,10SX,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,8,NULL,NULL,NULL,NULL
10SX0045_002b,NULL,10SX0045,10SX,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,8,NULL,NULL,NULL,NULL
10SX0045_003b,NULL,10SX0045,10SX,NULL,NULL,NULL,sib,NULL,NULL,NULL,IBM262,NULL,8,NULL,NULL,NULL,NULL
06FL0380_001x,06FL0380_001,06FL0380,06FL,bc(IBM262male):plant1,FL06-07_380,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-1-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0380_002x,06FL0380_002,06FL0380,06FL,bc(IBM262male):plant2,FL06-07_380,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-1-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0380_003x,06FL0380_003,06FL0380,06FL,bc(IBM262male):plant3,FL06-07_380,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-1-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0380_004x,06FL0380_004,06FL0380,06FL,bc(IBM262male):plant4,FL06-07_380,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-1-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0380_005x,06FL0380_005,06FL0380,06FL,bc(IBM262male):plant5,FL06-07_380,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-1-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0380_006x,06FL0380_006,06FL0380,06FL,bc(IBM262male):plant6,FL06-07_380,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-1-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0381_001x,06FL0381_001,06FL0381,06FL,bc(IBM262male):plant1,FL06-07_381,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-2-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0381_002x,06FL0381_002,06FL0381,06FL,bc(IBM262male):plant2,FL06-07_381,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-2-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0381_003x,06FL0381_003,06FL0381,06FL,bc(IBM262male):plant3,FL06-07_381,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-2-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0381_004x,06FL0381_004,06FL0381,06FL,bc(IBM262male):plant4,FL06-07_381,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-2-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0381_005x,06FL0381_005,06FL0381,06FL,bc(IBM262male):plant5,FL06-07_381,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-2-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0381_006x,06FL0381_006,06FL0381,06FL,bc(IBM262male):plant6,FL06-07_381,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-2-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0382_001x,06FL0382_001,06FL0382,06FL,bc(IBM262male):plant1,FL06-07_382,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-3-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0382_002x,06FL0382_002,06FL0382,06FL,bc(IBM262male):plant2,FL06-07_382,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-3-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0382_003x,06FL0382_003,06FL0382,06FL,bc(IBM262male):plant3,FL06-07_382,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-3-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0382_004x,06FL0382_004,06FL0382,06FL,bc(IBM262male):plant4,FL06-07_382,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-3-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0382_005x,06FL0382_005,06FL0382,06FL,bc(IBM262male):plant5,FL06-07_382,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-3-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0382_006x,06FL0382_006,06FL0382,06FL,bc(IBM262male):plant6,FL06-07_382,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-3-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0383_001x,06FL0383_001,06FL0383,06FL,bc(IBM262male):plant1,FL06-07_383,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-4-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0383_002x,06FL0383_002,06FL0383,06FL,bc(IBM262male):plant2,FL06-07_383,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-4-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0383_003x,06FL0383_003,06FL0383,06FL,bc(IBM262male):plant3,FL06-07_383,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-4-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0383_004x,06FL0383_004,06FL0383,06FL,bc(IBM262male):plant4,FL06-07_383,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-4-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0383_005x,06FL0383_005,06FL0383,06FL,bc(IBM262male):plant5,FL06-07_383,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-4-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0383_006x,06FL0383_006,06FL0383,06FL,bc(IBM262male):plant6,FL06-07_383,NULL,cross,NULL,IBM262,NULL,IBM262(2)___B73__B73_32-20-1-4-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0515_001x,06FL0515_001,06FL0515,06FL,plant1,Fl06-07_515,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-10-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0515_002x,06FL0515_002,06FL0515,06FL,plant2,Fl06-07_515,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-10-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0515_003x,06FL0515_003,06FL0515,06FL,plant3,Fl06-07_515,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-10-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0515_004x,06FL0515_004,06FL0515,06FL,plant4,Fl06-07_515,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-10-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0515_005x,06FL0515_005,06FL0515,06FL,plant5,Fl06-07_515,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-10-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0515_006x,06FL0515_006,06FL0515,06FL,plant6,Fl06-07_515,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-10-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0511_001x,06FL0511_001,06FL0511,06FL,plant1,Fl06-07_511,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-1-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0511_002x,06FL0511_002,06FL0511,06FL,plant2,Fl06-07_511,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-1-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0516_001x,06FL0516_001,06FL0516,06FL,plant1,Fl06-07_516,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-12-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0516_002x,06FL0516_002,06FL0516,06FL,plant2,Fl06-07_516,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-12-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0516_003x,06FL0516_003,06FL0516,06FL,plant3,Fl06-07_516,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-12-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0516_004x,06FL0516_004,06FL0516,06FL,plant4,Fl06-07_516,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-12-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0516_005x,06FL0516_005,06FL0516,06FL,plant5,Fl06-07_516,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-12-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0516_006x,06FL0516_006,06FL0516,06FL,plant6,Fl06-07_516,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-12-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0511_003x,06FL0511_003,06FL0511,06FL,plant3,Fl06-07_511,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-1-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0511_004x,06FL0511_004,06FL0511,06FL,plant4,Fl06-07_511,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-1-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0511_005x,06FL0511_005,06FL0511,06FL,plant5,Fl06-07_511,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-1-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0511_006x,06FL0511_006,06FL0511,06FL,plant6,Fl06-07_511,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-1-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0517_001x,06FL0517_001,06FL0517,06FL,plant1,Fl06-07_517,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-20-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0517_002x,06FL0517_002,06FL0517,06FL,plant2,Fl06-07_517,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-20-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0517_003x,06FL0517_003,06FL0517,06FL,plant3,Fl06-07_517,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-20-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0517_004x,06FL0517_004,06FL0517,06FL,plant4,Fl06-07_517,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-20-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0517_005x,06FL0517_005,06FL0517,06FL,plant5,Fl06-07_517,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-20-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0517_006x,06FL0517_006,06FL0517,06FL,plant6,Fl06-07_517,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-20-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0518_001x,06FL0518_001,06FL0518,06FL,plant1,Fl06-07_518,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-21-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0518_002x,06FL0518_002,06FL0518,06FL,plant2,Fl06-07_518,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-21-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0518_003x,06FL0518_003,06FL0518,06FL,plant3,Fl06-07_518,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-21-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0518_004x,06FL0518_004,06FL0518,06FL,plant4,Fl06-07_518,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-21-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0518_005x,06FL0518_005,06FL0518,06FL,plant5,Fl06-07_518,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-21-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0518_006x,06FL0518_006,06FL0518,06FL,plant6,Fl06-07_518,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-21-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0519_001x,06FL0519_001,06FL0519,06FL,plant1,Fl06-07_519,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-24-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0519_002x,06FL0519_002,06FL0519,06FL,plant2,Fl06-07_519,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-24-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0519_003x,06FL0519_003,06FL0519,06FL,plant3,Fl06-07_519,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-24-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0519_004x,06FL0519_004,06FL0519,06FL,plant4,Fl06-07_519,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-24-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0519_005x,06FL0519_005,06FL0519,06FL,plant5,Fl06-07_519,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-24-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0519_006x,06FL0519_006,06FL0519,06FL,plant6,Fl06-07_519,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-24-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0512_001x,06FL0512_001,06FL0512,06FL,plant1,Fl06-07_512,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-3-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0520_001x,06FL0520_001,06FL0520,06FL,plant1,Fl06-07_520,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-31-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0520_002x,06FL0520_002,06FL0520,06FL,plant2,Fl06-07_520,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-31-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0520_003x,06FL0520_003,06FL0520,06FL,plant3,Fl06-07_520,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-31-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0520_004x,06FL0520_004,06FL0520,06FL,plant4,Fl06-07_520,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-31-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0520_005x,06FL0520_005,06FL0520,06FL,plant5,Fl06-07_520,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-31-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0520_006x,06FL0520_006,06FL0520,06FL,plant6,Fl06-07_520,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-31-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0512_002x,06FL0512_002,06FL0512,06FL,plant2,Fl06-07_512,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-3-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0521_001x,06FL0521_001,06FL0521,06FL,plant1,Fl06-07_521,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-32-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0521_002x,06FL0521_002,06FL0521,06FL,plant2,Fl06-07_521,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-32-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0521_003x,06FL0521_003,06FL0521,06FL,plant3,Fl06-07_521,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-32-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0521_004x,06FL0521_004,06FL0521,06FL,plant4,Fl06-07_521,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-32-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0521_005x,06FL0521_005,06FL0521,06FL,plant5,Fl06-07_521,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-32-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0521_006x,06FL0521_006,06FL0521,06FL,plant6,Fl06-07_521,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-32-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0512_003x,06FL0512_003,06FL0512,06FL,plant3,Fl06-07_512,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-3-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0512_004x,06FL0512_004,06FL0512,06FL,plant4,Fl06-07_512,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-3-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0522_001x,06FL0522_001,06FL0522,06FL,plant1,Fl06-07_522,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-34-1,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0522_002x,06FL0522_002,06FL0522,06FL,plant2,Fl06-07_522,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-34-2,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0522_003x,06FL0522_003,06FL0522,06FL,plant3,Fl06-07_522,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-34-3,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0522_004x,06FL0522_004,06FL0522,06FL,plant4,Fl06-07_522,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-34-4,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0522_005x,06FL0522_005,06FL0522,06FL,plant5,Fl06-07_522,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-34-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0522_006x,06FL0522_006,06FL0522,06FL,plant6,Fl06-07_522,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-34-6,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
06FL0512_005x,06FL0512_005,06FL0512,06FL,plant5,Fl06-07_512,NULL,cross,NULL,IBM262,NULL,IBM262(2)__13-3-5,NULL,3,NULL,P28_Et4IBM262BC1,NULL,NULL
