seed_id,plant_id,row_id,experiment_id,plant_name,row_name,seed_name,cross_type,male_parent_id,male_parent_name,program_origin,seed_pedigree,line_num,person_id,disease_info,notes,accession,lot
06PN0181_007x,06PN0181_007,06PN0181,06PN,Aur06_JP181 plant7,Aur06_JP181,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-4-7,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0181_008x,06PN0181_008,06PN0181,06PN,Aur06_JP181 plant8,Aur06_JP181,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-4-8,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_001x,06PN0183_001,06PN0183,06PN,Aur06_JP183 plant1,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-1,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_002x,06PN0183_002,06PN0183,06PN,Aur06_JP183 plant2,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-2,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_003x,06PN0183_003,06PN0183,06PN,Aur06_JP183 plant3,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-3,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_004x,06PN0183_004,06PN0183,06PN,Aur06_JP183 plant4,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-4,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_005x,06PN0183_005,06PN0183,06PN,Aur06_JP183 plant5,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-5,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_006x,06PN0183_006,06PN0183,06PN,Aur06_JP183 plant6,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-6,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_007x,06PN0183_007,06PN0183,06PN,Aur06_JP183 plant7,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-7,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0183_008x,06PN0183_008,06PN0183,06PN,Aur06_JP183 plant8,Aur06_JP183,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-5-8,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_001x,06PN0184_001,06PN0184,06PN,Aur06_JP184 plant1,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-1,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_002x,06PN0184_002,06PN0184,06PN,Aur06_JP184 plant2,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-2,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_003x,06PN0184_003,06PN0184,06PN,Aur06_JP184 plant3,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-3,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_004x,06PN0184_004,06PN0184,06PN,Aur06_JP184 plant4,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-4,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_005x,06PN0184_005,06PN0184,06PN,Aur06_JP184 plant5,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-5,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_006x,06PN0184_006,06PN0184,06PN,Aur06_JP184 plant6,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-6,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_007x,06PN0184_007,06PN0184,06PN,Aur06_JP184 plant7,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-7,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06PN0184_008x,06PN0184_008,06PN0184,06PN,Aur06_JP184 plant8,Aur06_JP184,NULL,cross,NULL,IBM262,NULL,IBM262(2)__B73_32-9-6-8,NULL,3,NULL,P30_Et4BCIBM262,NULL,NULL
06FL0384_001x,06FL0384_001,06FL0384,06FL,bc(IBM262male):plant1,FL06-07_384,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-1-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0384_002x,06FL0384_002,06FL0384,06FL,bc(IBM262male):plant2,FL06-07_384,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-1-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0384_003x,06FL0384_003,06FL0384,06FL,bc(IBM262male):plant3,FL06-07_384,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-1-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0384_004x,06FL0384_004,06FL0384,06FL,bc(IBM262male):plant4,FL06-07_384,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-1-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0384_005x,06FL0384_005,06FL0384,06FL,bc(IBM262male):plant5,FL06-07_384,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-1-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0384_006x,06FL0384_006,06FL0384,06FL,bc(IBM262male):plant6,FL06-07_384,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-1-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0385_001x,06FL0385_001,06FL0385,06FL,bc(IBM262male):plant1,FL06-07_385,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-2-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0385_002x,06FL0385_002,06FL0385,06FL,bc(IBM262male):plant2,FL06-07_385,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-2-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0385_003x,06FL0385_003,06FL0385,06FL,bc(IBM262male):plant3,FL06-07_385,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-2-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0385_004x,06FL0385_004,06FL0385,06FL,bc(IBM262male):plant4,FL06-07_385,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-2-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0385_005x,06FL0385_005,06FL0385,06FL,bc(IBM262male):plant5,FL06-07_385,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-2-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0385_006x,06FL0385_006,06FL0385,06FL,bc(IBM262male):plant6,FL06-07_385,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-2-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0386_001x,06FL0386_001,06FL0386,06FL,bc(IBM262male):plant1,FL06-07_386,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-3-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0386_002x,06FL0386_002,06FL0386,06FL,bc(IBM262male):plant2,FL06-07_386,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-3-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0386_003x,06FL0386_003,06FL0386,06FL,bc(IBM262male):plant3,FL06-07_386,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-3-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0386_004x,06FL0386_004,06FL0386,06FL,bc(IBM262male):plant4,FL06-07_386,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-3-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0386_005x,06FL0386_005,06FL0386,06FL,bc(IBM262male):plant5,FL06-07_386,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-3-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0386_006x,06FL0386_006,06FL0386,06FL,bc(IBM262male):plant6,FL06-07_386,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-3-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0387_001x,06FL0387_001,06FL0387,06FL,bc(IBM262male):plant1,FL06-07_387,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-4-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0387_002x,06FL0387_002,06FL0387,06FL,bc(IBM262male):plant2,FL06-07_387,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-4-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0387_003x,06FL0387_003,06FL0387,06FL,bc(IBM262male):plant3,FL06-07_387,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-4-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0387_004x,06FL0387_004,06FL0387,06FL,bc(IBM262male):plant4,FL06-07_387,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-4-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0387_005x,06FL0387_005,06FL0387,06FL,bc(IBM262male):plant5,FL06-07_387,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-4-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0387_006x,06FL0387_006,06FL0387,06FL,bc(IBM262male):plant6,FL06-07_387,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-2-4-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0388_001x,06FL0388_001,06FL0388,06FL,bc(IBM262male):plant1,FL06-07_388,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-1-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0388_002x,06FL0388_002,06FL0388,06FL,bc(IBM262male):plant2,FL06-07_388,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-1-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0388_003x,06FL0388_003,06FL0388,06FL,bc(IBM262male):plant3,FL06-07_388,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-1-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0388_004x,06FL0388_004,06FL0388,06FL,bc(IBM262male):plant4,FL06-07_388,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-1-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0388_005x,06FL0388_005,06FL0388,06FL,bc(IBM262male):plant5,FL06-07_388,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-1-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0388_006x,06FL0388_006,06FL0388,06FL,bc(IBM262male):plant6,FL06-07_388,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-1-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0389_001x,06FL0389_001,06FL0389,06FL,bc(IBM262male):plant1,FL06-07_389,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-2-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0389_002x,06FL0389_002,06FL0389,06FL,bc(IBM262male):plant2,FL06-07_389,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-2-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0389_003x,06FL0389_003,06FL0389,06FL,bc(IBM262male):plant3,FL06-07_389,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-2-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0389_004x,06FL0389_004,06FL0389,06FL,bc(IBM262male):plant4,FL06-07_389,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-2-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0389_005x,06FL0389_005,06FL0389,06FL,bc(IBM262male):plant5,FL06-07_389,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-2-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0389_006x,06FL0389_006,06FL0389,06FL,bc(IBM262male):plant6,FL06-07_389,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-2-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0390_001x,06FL0390_001,06FL0390,06FL,bc(IBM262male):plant1,FL06-07_390,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-3-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0390_002x,06FL0390_002,06FL0390,06FL,bc(IBM262male):plant2,FL06-07_390,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-3-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0390_003x,06FL0390_003,06FL0390,06FL,bc(IBM262male):plant3,FL06-07_390,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-3-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0390_004x,06FL0390_004,06FL0390,06FL,bc(IBM262male):plant4,FL06-07_390,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-3-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0390_005x,06FL0390_005,06FL0390,06FL,bc(IBM262male):plant5,FL06-07_390,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-3-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0390_006x,06FL0390_006,06FL0390,06FL,bc(IBM262male):plant6,FL06-07_390,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-3-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0391_001x,06FL0391_001,06FL0391,06FL,bc(IBM262male):plant1,FL06-07_391,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-4-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0391_002x,06FL0391_002,06FL0391,06FL,bc(IBM262male):plant2,FL06-07_391,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-4-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0391_003x,06FL0391_003,06FL0391,06FL,bc(IBM262male):plant3,FL06-07_391,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-4-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0391_004x,06FL0391_004,06FL0391,06FL,bc(IBM262male):plant4,FL06-07_391,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-4-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0391_005x,06FL0391_005,06FL0391,06FL,bc(IBM262male):plant5,FL06-07_391,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-4-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0391_006x,06FL0391_006,06FL0391,06FL,bc(IBM262male):plant6,FL06-07_391,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-4-4-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0392_001x,06FL0392_001,06FL0392,06FL,bc(IBM262male):plant1,FL06-07_392,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-1-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0392_002x,06FL0392_002,06FL0392,06FL,bc(IBM262male):plant2,FL06-07_392,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-1-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0392_003x,06FL0392_003,06FL0392,06FL,bc(IBM262male):plant3,FL06-07_392,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-1-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0392_004x,06FL0392_004,06FL0392,06FL,bc(IBM262male):plant4,FL06-07_392,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-1-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0392_005x,06FL0392_005,06FL0392,06FL,bc(IBM262male):plant5,FL06-07_392,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-1-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0392_006x,06FL0392_006,06FL0392,06FL,bc(IBM262male):plant6,FL06-07_392,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-1-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0393_001x,06FL0393_001,06FL0393,06FL,bc(IBM262male):plant1,FL06-07_393,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-2-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0393_002x,06FL0393_002,06FL0393,06FL,bc(IBM262male):plant2,FL06-07_393,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-2-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0393_003x,06FL0393_003,06FL0393,06FL,bc(IBM262male):plant3,FL06-07_393,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-2-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0393_004x,06FL0393_004,06FL0393,06FL,bc(IBM262male):plant4,FL06-07_393,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-2-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0393_005x,06FL0393_005,06FL0393,06FL,bc(IBM262male):plant5,FL06-07_393,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-2-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0393_006x,06FL0393_006,06FL0393,06FL,bc(IBM262male):plant6,FL06-07_393,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-2-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0394_001x,06FL0394_001,06FL0394,06FL,bc(IBM262male):plant1,FL06-07_394,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-3-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0394_002x,06FL0394_002,06FL0394,06FL,bc(IBM262male):plant2,FL06-07_394,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-3-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0394_003x,06FL0394_003,06FL0394,06FL,bc(IBM262male):plant3,FL06-07_394,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-3-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0394_004x,06FL0394_004,06FL0394,06FL,bc(IBM262male):plant4,FL06-07_394,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-3-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0394_005x,06FL0394_005,06FL0394,06FL,bc(IBM262male):plant5,FL06-07_394,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-3-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0394_006x,06FL0394_006,06FL0394,06FL,bc(IBM262male):plant6,FL06-07_394,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-3-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0395_001x,06FL0395_001,06FL0395,06FL,bc(IBM262male):plant1,FL06-07_395,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-4-1,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0395_002x,06FL0395_002,06FL0395,06FL,bc(IBM262male):plant2,FL06-07_395,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-4-2,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0395_003x,06FL0395_003,06FL0395,06FL,bc(IBM262male):plant3,FL06-07_395,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-4-3,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0395_004x,06FL0395_004,06FL0395,06FL,bc(IBM262male):plant4,FL06-07_395,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-4-4,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0395_005x,06FL0395_005,06FL0395,06FL,bc(IBM262male):plant5,FL06-07_395,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-4-5,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0395_006x,06FL0395_006,06FL0395,06FL,bc(IBM262male):plant6,FL06-07_395,NULL,cross,NULL,IBM262,NULL,IBM262(3)___B73_32-28-5-4-6,NULL,3,NULL,P30_Et4IBM262BC2,NULL,NULL
06FL0396_001s,06FL0396_001,06FL0396,06FL,self:plant1,FL06-07_396,NULL,self,06FL0396_001s,NULL,NULL,IBM262___IBM262__B73_32-24-3-1-1,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0396_002s,06FL0396_002,06FL0396,06FL,self:plant2,FL06-07_396,NULL,self,06FL0396_002s,NULL,NULL,IBM262___IBM262__B73_32-24-3-1-2,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0396_003s,06FL0396_003,06FL0396,06FL,self:plant3,FL06-07_396,NULL,self,06FL0396_003s,NULL,NULL,IBM262___IBM262__B73_32-24-3-1-3,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0396_004s,06FL0396_004,06FL0396,06FL,self:plant4,FL06-07_396,NULL,self,06FL0396_004s,NULL,NULL,IBM262___IBM262__B73_32-24-3-1-4,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0396_005s,06FL0396_005,06FL0396,06FL,self:plant5,FL06-07_396,NULL,self,06FL0396_005s,NULL,NULL,IBM262___IBM262__B73_32-24-3-1-5,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0396_006s,06FL0396_006,06FL0396,06FL,self:plant6,FL06-07_396,NULL,self,06FL0396_006s,NULL,NULL,IBM262___IBM262__B73_32-24-3-1-6,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0397_001s,06FL0397_001,06FL0397,06FL,self:plant1,FL06-07_397,NULL,self,06FL0397_001s,NULL,NULL,IBM262___IBM262__B73_32-24-3-2-1,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0397_002s,06FL0397_002,06FL0397,06FL,self:plant2,FL06-07_397,NULL,self,06FL0397_002s,NULL,NULL,IBM262___IBM262__B73_32-24-3-2-2,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0397_003s,06FL0397_003,06FL0397,06FL,self:plant3,FL06-07_397,NULL,self,06FL0397_003s,NULL,NULL,IBM262___IBM262__B73_32-24-3-2-3,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0397_004s,06FL0397_004,06FL0397,06FL,self:plant4,FL06-07_397,NULL,self,06FL0397_004s,NULL,NULL,IBM262___IBM262__B73_32-24-3-2-4,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0397_005s,06FL0397_005,06FL0397,06FL,self:plant5,FL06-07_397,NULL,self,06FL0397_005s,NULL,NULL,IBM262___IBM262__B73_32-24-3-2-5,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0397_006s,06FL0397_006,06FL0397,06FL,self:plant6,FL06-07_397,NULL,self,06FL0397_006s,NULL,NULL,IBM262___IBM262__B73_32-24-3-2-6,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0398_001s,06FL0398_001,06FL0398,06FL,self:plant1,FL06-07_398,NULL,self,06FL0398_001s,NULL,NULL,IBM262___IBM262__B73_32-24-3-3-1,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0398_002s,06FL0398_002,06FL0398,06FL,self:plant2,FL06-07_398,NULL,self,06FL0398_002s,NULL,NULL,IBM262___IBM262__B73_32-24-3-3-2,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0398_003s,06FL0398_003,06FL0398,06FL,self:plant3,FL06-07_398,NULL,self,06FL0398_003s,NULL,NULL,IBM262___IBM262__B73_32-24-3-3-3,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0398_004s,06FL0398_004,06FL0398,06FL,self:plant4,FL06-07_398,NULL,self,06FL0398_004s,NULL,NULL,IBM262___IBM262__B73_32-24-3-3-4,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0398_005s,06FL0398_005,06FL0398,06FL,self:plant5,FL06-07_398,NULL,self,06FL0398_005s,NULL,NULL,IBM262___IBM262__B73_32-24-3-3-5,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0398_006s,06FL0398_006,06FL0398,06FL,self:plant6,FL06-07_398,NULL,self,06FL0398_006s,NULL,NULL,IBM262___IBM262__B73_32-24-3-3-6,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0399_001s,06FL0399_001,06FL0399,06FL,self:plant1,FL06-07_399,NULL,self,06FL0399_001s,NULL,NULL,IBM262___IBM262__B73_32-24-3-4-1,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0399_002s,06FL0399_002,06FL0399,06FL,self:plant2,FL06-07_399,NULL,self,06FL0399_002s,NULL,NULL,IBM262___IBM262__B73_32-24-3-4-2,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0399_003s,06FL0399_003,06FL0399,06FL,self:plant3,FL06-07_399,NULL,self,06FL0399_003s,NULL,NULL,IBM262___IBM262__B73_32-24-3-4-3,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0399_004s,06FL0399_004,06FL0399,06FL,self:plant4,FL06-07_399,NULL,self,06FL0399_004s,NULL,NULL,IBM262___IBM262__B73_32-24-3-4-4,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0399_005s,06FL0399_005,06FL0399,06FL,self:plant5,FL06-07_399,NULL,self,06FL0399_005s,NULL,NULL,IBM262___IBM262__B73_32-24-3-4-5,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0399_006s,06FL0399_006,06FL0399,06FL,self:plant6,FL06-07_399,NULL,self,06FL0399_006s,NULL,NULL,IBM262___IBM262__B73_32-24-3-4-6,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
06FL0400_001s,06FL0400_001,06FL0400,06FL,self:plant1,FL06-07_400,NULL,self,06FL0400_001s,NULL,NULL,IBM262___IBM262__B73_32-24-5-1-1,NULL,3,NULL,P30_Et4IBM262BC2S1,NULL,NULL
